SECURITY_DES,BB_COMPOSITE,PX_LAST,CPN,LONG_COMP_NAME,MATURITY,CRNCY,CV_PCT_PREMIUM,DELTA,YIELD(YIELD_TYPE=YTM),CNTRY_OF_RISK,AMT_OUTSTANDING,CONVERTIBLE,SRCH_ASSET_CLASS,ID,ID_ISIN,SECURITY_TYP,"CLASSIFICATION_NAME(BICS,2)",PAYMENT_RANK,YIELD(YIELD_TYPE=YTW),CV_COMMON_TICKER_EXCH,CV_CNVS_PX,CV_CNVS_RATIO,PARITY,AMT_OUTSTANDING_USD,DATA_SOURCE,CAST_PARENT_EQUITY_TICKER
Bond_315,AAA,91.75,0.27,Issuer_C,2033-02-19,EUR,,,4.55,JP,224610000.0,N,Corporates,XS0000003151 Corp,XS0000003151,Bond,Renewable Energy,Unsecured,4.152,,,,,247071000.00000003,SYNTHETIC DEMO - not market data,DEMO315 US Equity
Bond_316,CCC,96.33,1.95,Issuer_A,2033-01-21,USD,,,3.78,US,365400000.0,N,Governments,XS0000003169 Corp,XS0000003169,Bond,Retail & Wholesale - Staples,Asset Backed,3.13,,,,,365400000.0,SYNTHETIC DEMO - not market data,DEMO316 US Equity
Bond_317,B,108.56,0.53,Issuer_C,2034-02-10,JPY,38.14,0.82,0.15,DE,290060000.0,Y,Corporates,XS0000003177 Corp,XS0000003177,Convertible,Retail & Whsle - Discretionary,Sr Non Preferred,0.037,DEMO317 US Equity,64.9301,15.401177574037312,78.58694078471116,2030420.0,SYNTHETIC DEMO - not market data,DEMO317 US Equity
Bond_318,CCC,105.94,4.25,Issuer_C,2035-03-10,GBP,95.74,0.01,4.37,DE,105460000.0,Y,Corporates,XS0000003185 Corp,XS0000003185,Convertible,Software & Tech Services,Sr Preferred,3.374,DEMO318 US Equity,100.3292,9.967188017047878,54.12281598038214,137098000.0,SYNTHETIC DEMO - not market data,DEMO318 US Equity
Bond_319,CCC,100.74,4.73,Issuer_C,2028-12-24,GBP,21.17,0.91,4.26,DE,122430000.0,Y,Corporates,XS0000003193 Corp,XS0000003193,Convertible,Supranationals,Sr Subordinated,3.815,DEMO319 US Equity,181.7622,5.5016939715738475,83.13939093835107,159159000.0,SYNTHETIC DEMO - not market data,DEMO319 US Equity
Bond_320,BB,93.89,0.91,Issuer_A,2033-08-21,USD,29.07,0.07,0.49,JP,478190000.0,Y,Corporates,XS0000003201 Corp,XS0000003201,Convertible,Tech Hardware & Semiconductors,1st lien,-0.401,DEMO320 US Equity,117.5908,8.50406664466948,72.74347253428373,478190000.0,SYNTHETIC DEMO - not market data,DEMO320 US Equity
Bond_321,A,103.43,1.17,Issuer_C,2034-02-07,GBP,,,2.43,GB,327350000.0,N,Governments,XS0000003219 Corp,XS0000003219,Bond,Telecommunications,2nd lien,2.309,,,,,425555000.0,SYNTHETIC DEMO - not market data,DEMO321 US Equity
Bond_322,A,101.31,1.82,Issuer_C,2031-03-01,GBP,,,1.23,DE,370490000.0,N,Corporates,XS0000003227 Corp,XS0000003227,Bond,Utilities,1.5 Lien,1.029,,,,,481637000.0,SYNTHETIC DEMO - not market data,DEMO322 US Equity
Bond_323,BB,106.8,0.67,Issuer_C,2032-08-15,GBP,,,3.87,JP,298250000.0,N,Corporates,XS0000003235 Corp,XS0000003235,Bond,Banking,Jr Subordinated,3.731,,,,,387725000.0,SYNTHETIC DEMO - not market data,DEMO323 US Equity
Bond_324,AA,106.84,4.29,Issuer_B,2033-04-09,USD,72.74,0.89,4.25,US,415690000.0,Y,Corporates,XS0000003243 Corp,XS0000003243,Convertible,Consumer Discretionary Products,Secured,4.224,DEMO324 US Equity,162.2672,6.162674896713568,61.850179460460815,415690000.0,SYNTHETIC DEMO - not market data,DEMO324 US Equity
Bond_325,BBB,108.13,2.76,Issuer_D,2035-03-12,JPY,,,1.12,GB,110250000.0,N,Corporates,XS0000003250 Corp,XS0000003250,Bond,Consumer Discretionary Services,Sr Unsecured,0.811,,,,,771750.0,SYNTHETIC DEMO - not market data,DEMO325 US Equity
Bond_326,CCC,97.28,0.05,Issuer_B,2034-11-06,EUR,44.62,0.18,4.74,DE,381160000.0,Y,Corporates,XS0000003268 Corp,XS0000003268,Convertible,Consumer Staple Products,Unsecured,4.021,DEMO326 US Equity,199.9271,5.0018231645434765,67.26593832111742,419276000.00000006,SYNTHETIC DEMO - not market data,DEMO326 US Equity
Bond_327,B,90.81,3.81,Issuer_B,2026-05-12,EUR,,,0.21,DE,283050000.0,N,Corporates,XS0000003276 Corp,XS0000003276,Bond,Financial Services,Asset Backed,-0.24,,,,,311355000.0,SYNTHETIC DEMO - not market data,DEMO327 US Equity
Bond_328,CCC,99.39,2.27,Issuer_A,2025-11-11,USD,,,3.52,GB,425690000.0,N,Corporates,XS0000003284 Corp,XS0000003284,Bond,Health Care,Sr Non Preferred,2.84,,,,,425690000.0,SYNTHETIC DEMO - not market data,DEMO328 US Equity
Bond_329,NR,101.4,1.88,Issuer_D,2030-10-21,USD,,,2.58,JP,487700000.0,N,Corporates,XS0000003292 Corp,XS0000003292,Bond,Industrial Products,Sr Preferred,2.235,,,,,487700000.0,SYNTHETIC DEMO - not market data,DEMO329 US Equity
Bond_330,NR,98.12,4.09,Issuer_C,2032-08-20,USD,50.18,0.14,0.83,US,281540000.0,Y,Corporates,XS0000003300 Corp,XS0000003300,Convertible,Industrial Services,Sr Subordinated,0.05,DEMO330 US Equity,178.0328,5.616942495989503,65.33493141563457,281540000.0,SYNTHETIC DEMO - not market data,DEMO330 US Equity
Bond_331,BBB,93.0,0.79,Issuer_A,2035-04-14,GBP,,,3.6,JP,353850000.0,N,Governments,XS0000003318 Corp,XS0000003318,Bond,Insurance,1st lien,3.476,,,,,460005000.0,SYNTHETIC DEMO - not market data,DEMO331 US Equity
Bond_332,BBB,101.82,3.24,Issuer_D,2025-04-02,EUR,,,2.87,DE,110630000.0,N,Corporates,XS0000003326 Corp,XS0000003326,Bond,Materials,2nd lien,2.717,,,,,121693000.00000001,SYNTHETIC DEMO - not market data,DEMO332 US Equity
Bond_333,A,91.12,1.29,Issuer_B,2033-07-20,USD,87.85,0.73,4.11,US,147470000.0,Y,Corporates,XS0000003334 Corp,XS0000003334,Convertible,Media,1.5 Lien,3.787,DEMO333 US Equity,49.6383,20.145734241503032,48.50678733031675,147470000.0,SYNTHETIC DEMO - not market data,DEMO333 US Equity
Bond_334,D,93.41,4.15,Issuer_B,2034-03-20,GBP,,,0.84,GB,465060000.0,N,Corporates,XS0000003342 Corp,XS0000003342,Bond,National,Jr Subordinated,0.205,,,,,604578000.0,SYNTHETIC DEMO - not market data,DEMO334 US Equity
Bond_335,BBB,97.56,0.66,Issuer_A,2028-09-28,JPY,82.65,0.61,0.89,US,444990000.0,Y,Corporates,XS0000003359 Corp,XS0000003359,Convertible,Oil & Gas,Secured,0.765,DEMO335 US Equity,119.1515,8.392676550442085,53.41363263071448,3114930.0,SYNTHETIC DEMO - not market data,DEMO335 US Equity
Bond_336,AA,99.64,0.65,Issuer_A,2035-11-14,JPY,37.04,0.04,2.65,DE,472290000.0,Y,Corporates,XS0000003367 Corp,XS0000003367,Convertible,Real Estate,Sr Unsecured,1.929,DEMO336 US Equity,138.5719,7.216470294482503,72.70869819030939,3306030.0,SYNTHETIC DEMO - not market data,DEMO336 US Equity
Bond_337,CCC,97.01,4.02,Issuer_A,2031-03-09,JPY,,,3.83,US,177470000.0,N,Corporates,XS0000003375 Corp,XS0000003375,Bond,Regional & Local,Unsecured,3.189,,,,,1242290.0,SYNTHETIC DEMO - not market data,DEMO337 US Equity
Bond_338,BB,93.78,3.55,Issuer_A,2034-09-04,USD,,,1.88,DE,359500000.0,N,Corporates,XS0000003383 Corp,XS0000003383,Bond,Renewable Energy,Asset Backed,1.303,,,,,359500000.0,SYNTHETIC DEMO - not market data,DEMO338 US Equity
Bond_339,CCC,97.25,0.77,Issuer_C,2029-09-14,GBP,,,3.06,JP,389740000.0,N,Corporates,XS0000003391 Corp,XS0000003391,Bond,Retail & Wholesale - Staples,Sr Non Preferred,2.409,,,,,506662000.0,SYNTHETIC DEMO - not market data,DEMO339 US Equity
Bond_340,NR,105.68,2.41,Issuer_C,2033-09-16,GBP,,,4.94,GB,398390000.0,N,Corporates,XS0000003409 Corp,XS0000003409,Bond,Retail & Whsle - Discretionary,Sr Preferred,4.173,,,,,517907000.0,SYNTHETIC DEMO - not market data,DEMO340 US Equity
Bond_341,A,107.1,3.3,Issuer_B,2032-12-06,USD,,,1.07,JP,403740000.0,N,Governments,XS0000003417 Corp,XS0000003417,Bond,Software & Tech Services,Sr Subordinated,0.653,,,,,403740000.0,SYNTHETIC DEMO - not market data,DEMO341 US Equity
Bond_342,A,97.78,3.18,Issuer_A,2027-08-20,JPY,8.81,0.26,1.85,US,376020000.0,Y,Corporates,XS0000003425 Corp,XS0000003425,Convertible,Supranationals,1st lien,1.352,DEMO342 US Equity,135.0184,7.406397942798907,89.86306405661244,2632140.0,SYNTHETIC DEMO - not market data,DEMO342 US Equity
Bond_343,NR,95.73,4.82,Issuer_A,2027-11-16,JPY,,,0.05,GB,137640000.0,N,Corporates,XS0000003433 Corp,XS0000003433,Bond,Tech Hardware & Semiconductors,2nd lien,-0.247,,,,,963480.0,SYNTHETIC DEMO - not market data,DEMO343 US Equity
Bond_344,A,103.48,1.8,Issuer_A,2027-02-09,JPY,35.31,0.4,2.93,US,381620000.0,Y,Corporates,XS0000003441 Corp,XS0000003441,Convertible,Telecommunications,1.5 Lien,2.87,DEMO344 US Equity,33.1351,30.17947735181122,76.47623974576898,2671340.0,SYNTHETIC DEMO - not market data,DEMO344 US Equity
Bond_345,AA,100.99,3.63,Issuer_C,2030-05-08,EUR,45.48,0.4,0.02,DE,233210000.0,Y,Corporates,XS0000003458 Corp,XS0000003458,Convertible,Utilities,Jr Subordinated,-0.841,DEMO345 US Equity,152.156,6.572202213517706,69.41847676656585,256531000.00000003,SYNTHETIC DEMO - not market data,DEMO345 US Equity
Bond_346,NR,91.45,1.47,Issuer_A,2033-05-18,GBP,69.42,0.97,2.82,DE,390860000.0,Y,Corporates,XS0000003466 Corp,XS0000003466,Convertible,Banking,Secured,2.572,DEMO346 US Equity,68.1449,14.674612480170929,53.978278833667815,508118000.0,SYNTHETIC DEMO - not market data,DEMO346 US Equity
Bond_347,D,107.93,4.31,Issuer_D,2026-05-03,JPY,,,3.17,DE,354610000.0,N,Corporates,XS0000003474 Corp,XS0000003474,Bond,Consumer Discretionary Products,Sr Unsecured,3.01,,,,,2482270.0,SYNTHETIC DEMO - not market data,DEMO347 US Equity
Bond_348,B,98.25,1.77,Issuer_A,2029-04-10,USD,39.89,0.75,1.71,DE,264450000.0,Y,Corporates,XS0000003482 Corp,XS0000003482,Convertible,Consumer Discretionary Services,Unsecured,1.132,DEMO348 US Equity,78.9384,12.668105763481398,70.23375509328758,264450000.0,SYNTHETIC DEMO - not market data,DEMO348 US Equity
Bond_349,BBB,107.89,1.35,Issuer_B,2032-12-07,EUR,,,3.68,GB,143050000.0,N,Corporates,XS0000003490 Corp,XS0000003490,Bond,Consumer Staple Products,Asset Backed,3.657,,,,,157355000.0,SYNTHETIC DEMO - not market data,DEMO349 US Equity
Bond_350,BBB,106.73,1.78,Issuer_A,2026-02-22,JPY,61.38,0.76,2.71,US,431600000.0,Y,Corporates,XS0000003508 Corp,XS0000003508,Convertible,Financial Services,Sr Non Preferred,2.205,DEMO350 US Equity,190.1419,5.259230080271629,66.13582847936549,3021200.0,SYNTHETIC DEMO - not market data,DEMO350 US Equity
Bond_351,B,99.85,4.93,Issuer_C,2032-03-25,GBP,,,1.99,DE,74370000.0,N,Governments,XS0000003516 Corp,XS0000003516,Bond,Health Care,Sr Preferred,1.336,,,,,96681000.0,SYNTHETIC DEMO - not market data,DEMO351 US Equity
Bond_352,D,108.79,0.16,Issuer_C,2031-11-25,EUR,,,2.29,US,364210000.0,N,Corporates,XS0000003524 Corp,XS0000003524,Bond,Industrial Products,Sr Subordinated,1.819,,,,,400631000.00000006,SYNTHETIC DEMO - not market data,DEMO352 US Equity
Bond_353,B,103.78,0.06,Issuer_B,2031-10-04,GBP,,,1.81,GB,134220000.0,N,Corporates,XS0000003532 Corp,XS0000003532,Bond,Industrial Services,1st lien,1.273,,,,,174486000.0,SYNTHETIC DEMO - not market data,DEMO353 US Equity
Bond_354,BBB,95.39,4.79,Issuer_C,2030-03-16,JPY,,,1.05,GB,214290000.0,N,Corporates,XS0000003540 Corp,XS0000003540,Bond,Insurance,2nd lien,0.203,,,,,1500030.0,SYNTHETIC DEMO - not market data,DEMO354 US Equity
Bond_355,BB,99.01,2.86,Issuer_B,2026-12-09,EUR,,,2.78,JP,138230000.0,N,Corporates,XS0000003557 Corp,XS0000003557,Bond,Materials,1.5 Lien,2.349,,,,,152053000.0,SYNTHETIC DEMO - not market data,DEMO355 US Equity
Bond_356,D,106.11,0.88,Issuer_D,2027-11-17,GBP,78.53,0.3,2.81,US,229280000.0,Y,Corporates,XS0000003565 Corp,XS0000003565,Convertible,Media,Jr Subordinated,2.082,DEMO356 US Equity,178.842,5.591527717202894,59.43538901025038,298064000.0,SYNTHETIC DEMO - not market data,DEMO356 US Equity
Bond_357,AAA,94.31,1.27,Issuer_A,2032-12-11,GBP,36.1,0.56,4.66,GB,204860000.0,Y,Corporates,XS0000003573 Corp,XS0000003573,Convertible,National,Secured,4.156,DEMO357 US Equity,33.2357,30.088128127284815,69.29463629684057,266318000.0,SYNTHETIC DEMO - not market data,DEMO357 US Equity
Bond_358,AA,97.02,3.4,Issuer_B,2034-10-21,EUR,,,4.9,GB,209800000.0,N,Corporates,XS0000003581 Corp,XS0000003581,Bond,Oil & Gas,Sr Unsecured,4.506,,,,,230780000.00000003,SYNTHETIC DEMO - not market data,DEMO358 US Equity
Bond_359,D,107.79,1.91,Issuer_C,2032-11-05,EUR,,,3.2,GB,239820000.0,N,Corporates,XS0000003599 Corp,XS0000003599,Bond,Real Estate,Unsecured,2.405,,,,,263802000.00000003,SYNTHETIC DEMO - not market data,DEMO359 US Equity
Bond_360,AA,91.58,1.72,Issuer_C,2030-11-10,GBP,,,3.03,JP,172060000.0,N,Corporates,XS0000003607 Corp,XS0000003607,Bond,Regional & Local,Asset Backed,2.691,,,,,223678000.0,SYNTHETIC DEMO - not market data,DEMO360 US Equity
Bond_361,B,104.96,2.6,Issuer_D,2031-03-06,USD,,,0.63,DE,347910000.0,N,Governments,XS0000003615 Corp,XS0000003615,Bond,Renewable Energy,Sr Non Preferred,-0.309,,,,,347910000.0,SYNTHETIC DEMO - not market data,DEMO361 US Equity
Bond_362,BBB,93.34,0.52,Issuer_A,2032-09-02,USD,77.09,0.52,4.98,US,168100000.0,Y,Corporates,XS0000003623 Corp,XS0000003623,Convertible,Retail & Wholesale - Staples,Sr Preferred,4.781,DEMO362 US Equity,155.8937,6.414627403159974,52.707662770342765,168100000.0,SYNTHETIC DEMO - not market data,DEMO362 US Equity
Bond_363,AA,103.1,4.43,Issuer_C,2028-04-24,GBP,44.32,0.13,2.63,DE,62860000.0,Y,Corporates,XS0000003631 Corp,XS0000003631,Convertible,Retail & Whsle - Discretionary,Sr Subordinated,2.024,DEMO363 US Equity,102.2579,9.779195543816174,71.43847006651885,81718000.0,SYNTHETIC DEMO - not market data,DEMO363 US Equity
Bond_364,B,107.28,2.34,Issuer_C,2033-08-05,EUR,,,2.95,JP,333970000.0,N,Corporates,XS0000003649 Corp,XS0000003649,Bond,Software & Tech Services,1st lien,2.651,,,,,367367000.0,SYNTHETIC DEMO - not market data,DEMO364 US Equity
Bond_365,NR,102.8,2.67,Issuer_C,2032-09-08,USD,,,2.21,GB,235490000.0,N,Corporates,XS0000003656 Corp,XS0000003656,Bond,Supranationals,2nd lien,1.874,,,,,235490000.0,SYNTHETIC DEMO - not market data,DEMO365 US Equity
Bond_366,BB,90.21,2.62,Issuer_B,2030-05-16,USD,68.78,0.49,3.78,GB,54110000.0,Y,Corporates,XS0000003664 Corp,XS0000003664,Convertible,Tech Hardware & Semiconductors,1.5 Lien,3.248,DEMO366 US Equity,169.0921,5.913936842702882,53.44827586206896,54110000.0,SYNTHETIC DEMO - not market data,DEMO366 US Equity
Bond_367,BB,101.94,3.98,Issuer_C,2028-07-18,JPY,,,1.97,DE,371720000.0,N,Corporates,XS0000003672 Corp,XS0000003672,Bond,Telecommunications,Jr Subordinated,1.386,,,,,2602040.0,SYNTHETIC DEMO - not market data,DEMO367 US Equity
Bond_368,CCC,94.41,0.4,Issuer_B,2033-10-26,GBP,,,1.42,GB,235810000.0,N,Corporates,XS0000003680 Corp,XS0000003680,Bond,Utilities,Secured,0.623,,,,,306553000.0,SYNTHETIC DEMO - not market data,DEMO368 US Equity
Bond_369,A,92.73,0.55,Issuer_D,2034-08-09,JPY,18.78,0.02,0.25,US,133669999.99999999,Y,Corporates,XS0000003698 Corp,XS0000003698,Convertible,Banking,Sr Unsecured,-0.438,DEMO369 US Equity,150.5584,6.641940934547657,78.06869843407982,935689.9999999999,SYNTHETIC DEMO - not market data,DEMO369 US Equity
Bond_370,BB,95.38,3.58,Issuer_A,2028-02-05,USD,49.36,0.34,1.56,JP,499080000.0,Y,Corporates,XS0000003706 Corp,XS0000003706,Convertible,Consumer Discretionary Products,Unsecured,0.976,DEMO370 US Equity,149.852,6.673250940928383,63.85913229780396,499080000.0,SYNTHETIC DEMO - not market data,DEMO370 US Equity
Bond_371,AAA,96.6,4.22,Issuer_B,2025-05-25,JPY,,,0.36,JP,131720000.0,N,Governments,XS0000003714 Corp,XS0000003714,Bond,Consumer Discretionary Services,Asset Backed,0.328,,,,,922040.0,SYNTHETIC DEMO - not market data,DEMO371 US Equity
Bond_372,CCC,106.57,0.61,Issuer_B,2031-08-08,USD,,,1.0,US,284510000.0,N,Corporates,XS0000003722 Corp,XS0000003722,Bond,Consumer Staple Products,Sr Non Preferred,0.052,,,,,284510000.0,SYNTHETIC DEMO - not market data,DEMO372 US Equity
Bond_373,D,97.78,4.81,Issuer_C,2027-11-24,USD,74.47,0.55,0.61,JP,337330000.0,Y,Corporates,XS0000003730 Corp,XS0000003730,Convertible,Financial Services,Sr Preferred,0.591,DEMO373 US Equity,39.7812,25.137502136687683,56.04401902905944,337330000.0,SYNTHETIC DEMO - not market data,DEMO373 US Equity
Bond_374,B,107.75,4.32,Issuer_B,2026-04-21,JPY,32.45,0.17,1.38,US,228110000.0,Y,Corporates,XS0000003748 Corp,XS0000003748,Convertible,Health Care,Sr Subordinated,0.644,DEMO374 US Equity,177.1072,5.646297835435262,81.35145337863345,1596770.0,SYNTHETIC DEMO - not market data,DEMO374 US Equity
Bond_375,AAA,109.38,2.91,Issuer_D,2034-03-12,USD,24.87,0.5,3.43,GB,468880000.0,Y,Corporates,XS0000003755 Corp,XS0000003755,Convertible,Industrial Products,1st lien,3.257,DEMO375 US Equity,76.4755,13.076083190041256,87.59509890285898,468880000.0,SYNTHETIC DEMO - not market data,DEMO375 US Equity
Bond_376,AAA,97.11,0.77,Issuer_A,2027-08-08,GBP,98.17,0.79,3.78,JP,379930000.0,Y,Corporates,XS0000003763 Corp,XS0000003763,Convertible,Industrial Services,2nd lien,3.17,DEMO376 US Equity,144.7964,6.906249050390755,49.00338093556038,493909000.0,SYNTHETIC DEMO - not market data,DEMO376 US Equity
Bond_377,CCC,97.16,0.67,Issuer_A,2032-12-15,GBP,54.27,0.49,2.83,GB,195660000.0,Y,Corporates,XS0000003771 Corp,XS0000003771,Convertible,Insurance,1.5 Lien,2.623,DEMO377 US Equity,72.0207,13.884896981006849,62.98048875348415,254358000.0,SYNTHETIC DEMO - not market data,DEMO377 US Equity
Bond_378,BB,107.35,2.99,Issuer_B,2026-09-05,JPY,,,1.48,GB,293720000.0,N,Corporates,XS0000003789 Corp,XS0000003789,Bond,Materials,Jr Subordinated,1.358,,,,,2056040.0,SYNTHETIC DEMO - not market data,DEMO378 US Equity
Bond_379,AAA,105.52,2.53,Issuer_B,2025-10-28,GBP,,,3.88,DE,194310000.0,N,Corporates,XS0000003797 Corp,XS0000003797,Bond,Media,Secured,3.203,,,,,252603000.0,SYNTHETIC DEMO - not market data,DEMO379 US Equity
Bond_380,NR,106.38,0.95,Issuer_D,2033-03-20,GBP,32.26,0.64,0.55,US,69700000.0,Y,Corporates,XS0000003805 Corp,XS0000003805,Convertible,National,Sr Unsecured,-0.43,DEMO380 US Equity,88.345,11.319259720414285,80.43248147588083,90610000.0,SYNTHETIC DEMO - not market data,DEMO380 US Equity
Bond_381,A,107.47,1.01,Issuer_D,2028-02-02,JPY,65.79,0.53,3.51,GB,72090000.0,Y,Corporates,XS0000003813 Corp,XS0000003813,Convertible,Oil & Gas,Unsecured,3.068,DEMO381 US Equity,82.3454,12.1439691834638,64.822968815972,504630.0,SYNTHETIC DEMO - not market data,DEMO381 US Equity
Bond_382,AA,90.26,4.61,Issuer_D,2026-08-26,USD,36.09,0.74,4.45,GB,407410000.0,Y,Corporates,XS0000003821 Corp,XS0000003821,Convertible,Real Estate,Asset Backed,3.834,DEMO382 US Equity,44.7091,22.366811230823256,66.3237563377177,407410000.0,SYNTHETIC DEMO - not market data,DEMO382 US Equity
Bond_383,BB,100.58,3.67,Issuer_C,2026-04-17,USD,10.12,0.23,1.93,DE,286790000.0,Y,Corporates,XS0000003839 Corp,XS0000003839,Convertible,Regional & Local,Sr Non Preferred,1.213,DEMO383 US Equity,94.3942,10.59387123361393,91.3367235742826,286790000.0,SYNTHETIC DEMO - not market data,DEMO383 US Equity
Bond_384,A,101.17,2.79,Issuer_A,2035-10-12,JPY,70.26,0.43,0.52,DE,297480000.0,Y,Corporates,XS0000003847 Corp,XS0000003847,Convertible,Renewable Energy,Sr Preferred,-0.358,DEMO384 US Equity,188.3058,5.310510881767848,59.420885704217085,2082360.0,SYNTHETIC DEMO - not market data,DEMO384 US Equity
Bond_385,A,100.68,3.0,Issuer_C,2030-09-11,GBP,,,2.06,JP,421770000.0,N,Corporates,XS0000003854 Corp,XS0000003854,Bond,Retail & Wholesale - Staples,Sr Subordinated,1.971,,,,,548301000.0,SYNTHETIC DEMO - not market data,DEMO385 US Equity
Bond_386,BBB,101.26,1.07,Issuer_C,2030-08-15,JPY,,,0.0,US,492330000.0,N,Governments,XS0000003862 Corp,XS0000003862,Bond,Retail & Whsle - Discretionary,1st lien,-0.574,,,,,3446310.0,SYNTHETIC DEMO - not market data,DEMO386 US Equity
Bond_387,NR,92.7,4.45,Issuer_A,2029-04-07,GBP,2.17,0.82,3.45,GB,463600000.0,Y,Corporates,XS0000003870 Corp,XS0000003870,Convertible,Software & Tech Services,2nd lien,2.727,DEMO387 US Equity,116.3274,8.59642698108958,90.73113438387001,602680000.0,SYNTHETIC DEMO - not market data,DEMO387 US Equity
Bond_388,AA,90.75,1.78,Issuer_B,2029-06-19,EUR,23.3,0.81,0.46,JP,306080000.0,Y,Corporates,XS0000003888 Corp,XS0000003888,Convertible,Supranationals,1.5 Lien,0.063,DEMO388 US Equity,199.4909,5.01275998053044,73.60097323600972,336688000.0,SYNTHETIC DEMO - not market data,DEMO388 US Equity
Bond_389,AA,104.47,3.96,Issuer_B,2032-12-23,USD,59.52,0.3,3.65,JP,85310000.0,Y,Corporates,XS0000003896 Corp,XS0000003896,Convertible,Tech Hardware & Semiconductors,Jr Subordinated,3.543,DEMO389 US Equity,122.2331,8.181090064802415,65.49022066198594,85310000.0,SYNTHETIC DEMO - not market data,DEMO389 US Equity
Bond_390,B,96.96,4.09,Issuer_D,2026-04-24,USD,63.39,0.63,0.27,US,193690000.0,Y,Corporates,XS0000003904 Corp,XS0000003904,Convertible,Telecommunications,Secured,-0.198,DEMO390 US Equity,173.1908,5.7739787563773595,59.34267703041801,193690000.0,SYNTHETIC DEMO - not market data,DEMO390 US Equity
Bond_391,B,100.05,1.1,Issuer_A,2035-12-13,JPY,75.28,0.58,0.45,JP,180400000.0,Y,Corporates,XS0000003912 Corp,XS0000003912,Convertible,Utilities,Sr Unsecured,-0.341,DEMO391 US Equity,152.5912,6.553457866508685,57.08010041077133,1262800.0,SYNTHETIC DEMO - not market data,DEMO391 US Equity
Bond_392,A,92.64,0.41,Issuer_A,2033-07-09,USD,,,1.99,JP,398220000.0,N,Corporates,XS0000003920 Corp,XS0000003920,Bond,Banking,Unsecured,1.475,,,,,398220000.0,SYNTHETIC DEMO - not market data,DEMO392 US Equity
Bond_393,A,99.62,0.99,Issuer_D,2035-10-07,EUR,24.23,0.27,2.15,US,100640000.0,Y,Corporates,XS0000003938 Corp,XS0000003938,Convertible,Consumer Discretionary Products,Asset Backed,1.481,DEMO393 US Equity,35.6128,28.07979153562764,80.18997021653385,110704000.00000001,SYNTHETIC DEMO - not market data,DEMO393 US Equity
Bond_394,CCC,97.31,0.95,Issuer_C,2034-11-01,GBP,,,0.85,GB,327300000.0,N,Corporates,XS0000003946 Corp,XS0000003946,Bond,Consumer Discretionary Services,Sr Non Preferred,0.096,,,,,425490000.0,SYNTHETIC DEMO - not market data,DEMO394 US Equity
Bond_395,A,98.81,4.62,Issuer_B,2028-11-12,EUR,,,3.79,US,100570000.0,N,Corporates,XS0000003953 Corp,XS0000003953,Bond,Consumer Staple Products,Sr Preferred,2.836,,,,,110627000.00000001,SYNTHETIC DEMO - not market data,DEMO395 US Equity
Bond_396,BBB,108.98,4.63,Issuer_C,2025-06-23,USD,30.51,0.47,1.66,DE,141710000.0,Y,Corporates,XS0000003961 Corp,XS0000003961,Convertible,Financial Services,Sr Subordinated,0.937,DEMO396 US Equity,74.3503,13.449844856039585,83.503179832963,141710000.0,SYNTHETIC DEMO - not market data,DEMO396 US Equity
Bond_397,NR,99.66,3.65,Issuer_B,2035-01-13,USD,,,1.28,US,177810000.0,N,Corporates,XS0000003979 Corp,XS0000003979,Bond,Health Care,1st lien,0.875,,,,,177810000.0,SYNTHETIC DEMO - not market data,DEMO397 US Equity
Bond_398,AAA,99.3,4.73,Issuer_A,2031-11-09,GBP,,,4.32,US,181620000.0,N,Corporates,XS0000003987 Corp,XS0000003987,Bond,Industrial Products,2nd lien,3.817,,,,,236106000.0,SYNTHETIC DEMO - not market data,DEMO398 US Equity
Bond_399,BBB,109.6,2.54,Issuer_A,2030-08-28,USD,,,0.93,JP,302310000.0,N,Corporates,XS0000003995 Corp,XS0000003995,Bond,Industrial Services,1.5 Lien,0.035,,,,,302310000.0,SYNTHETIC DEMO - not market data,DEMO399 US Equity
Bond_400,AAA,94.95,2.65,Issuer_C,2032-07-24,EUR,1.84,0.68,1.78,GB,156290000.0,Y,Corporates,XS0000004001 Corp,XS0000004001,Convertible,Insurance,Jr Subordinated,1.469,DEMO400 US Equity,146.6403,6.819407761713526,93.23448546739985,171919000.0,SYNTHETIC DEMO - not market data,DEMO400 US Equity
